,user,produk,review,review_processed,polarity_score,polarity
544,F***Y,,mestinya sekelas Rahsa Nusantara pesen boks khusus supaya posisi botol berdiri. sekarang botol posisinya digeletakin tertidur dan isinya merembes ke bubble wrap,"kelas,rahsa,nusantara,sen,boks,khusus,posisi,botol,botol,posisi,digeletakin,tidur,isi,rembes,bubble,wrap",-1,negative
545,Muhammad,,Yg utk sakit maag nya enak dan cepat meredakan maag setelah minum cuma 2-3 hari. Tp untuk yg satu lg (botol yg label hitam) sehari2nya kurang bisa diminum. Tp terima kasi...,"untuk,sakit,maag,enak,cepat,reda,maag,minum,tapi,lagi,botol,label,hitam,sehari2nya,minum,tapi,terima,kasih",4,positive
546,Tonny,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",ok,ok,1,positive
547,Ainun,"[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek""",benar2 membuat dahak anak saya keluar  jd anak saya bs lega  batuk lumayan berkurang,"benar-benar,dahak,anak,jadi,anak,bisa,lega,batuk,lumayan",0,neutral
548,S***a,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Udah sampe cepet banget 1 hr sampe begitu diminum enak banget  tenggorokan jd ga sakit lg.,"sampai,cepat,hari,sampai,minum,enak,tenggorok,jadi,enggak,sakit,lagi",2,positive
549,Awandi,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",enak banget. segar dan menyehatkan.,"enak,segar,sehat",2,positive
550,A***P,"Beli 1 Paket Gratis 3 Produk By Rahsa Nusantara | Paket Hemat""",Sip,sip,0,neutral
551,A***P,"Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat""",Semoga Cocok,"moga,cocok",1,positive
552,N***a,"Mini Size Jagad Series by Rahsa Nusantara - Starter Pack""",bagus banget dikemas satu2,"bagus,kemas,satu2",0,neutral
553,Imran,"Beli 1 Paket Gratis 3 Produk By Rahsa Nusantara | Paket Hemat""",mantappp,mantap,1,positive
554,Y***l,"Bundling 2 Sukhaloka by Rahsa Nusantara""",Baru minum 3 hari tiba2 kulit bersisik di blakang telinga yang udah lama ada tiba tiba hilang. Bakal aku terusin sih  klo kulit di bagian lainnya belum terlalu ada peruba...,"minum,tiba-tiba,kulit,sisik,blakang,telinga,hilang,terusin,kalo,kulit,uba",0,neutral
555,Andra,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",sendoknya lucu,"sendok,lucu",0,neutral
556,Lussia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sesuai pesanan. dtg tepat waktu. kualitas dbestttt.... thanks seller,"sesuai,pesan,datang,kualitas,dbestttt,thanks,seller",2,positive
557,Septaray,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",semoga cocok,"moga,cocok",1,positive
558,Yufrianto,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",mantap,mantap,1,positive
559,Joni,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",super thanks,"super,thanks",1,positive
560,a***a,"Mini Size Jagad Series by Rahsa Nusantara - Starter Pack""",Ternyata enak rasanya  kalau ngaruh nanti beli yang fullsize  good packaging!,"nyata,enak,ngaruh,beli,fullsize,good,packaging",2,positive
561,Witania,,RASANYA ENAK  SEGAR.,"enak,segar",1,positive
562,Witania,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",kondisi barang baik  tidak ada yg pecah.,"kondisi,barang,pecah",-1,negative
563,Alex,"Sari Serai Telang by Rahsa Nusantara - Jamu Sirup Herbal Tradisional""",okay good,"okay,good",1,positive
564,Mira,"Mini Size Sapujagad Anak by Rahsa Nusantara""",langganan.. anak2 suka.. khasiatnya tak perlu di ragukan,"langgan,anak-anak,suka,khasiat,tak,ragu",3,positive
565,R***i,"Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule""",Proses cepat  diterima dalam kondisi baik. Terima kasih kakaaaaa ðŸ˜ƒðŸ‘ðŸ½ðŸ‘ðŸ½,"proses,cepat,terima,kondisi,terima,kasih,kakaaaaa",4,positive
566,Restu,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Maa Syaa Allah Tabarakallah jamu Ter enak yang pernah aku minum. makasih ya.. semoga tambah berkah tambah jaya..,"maa,syaa,allah,tabarakallah,jamu,ter,enak,minum,moga,berkah,jaya",1,positive
567,R***a,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",anakku batuk pilek  aku nyobain beli ini semoga sembuh sakitnya. rasanya enak  anakku suka,"anak,batuk,pilek,mencoba,beli,moga,sembuh,sakit,enak,anak,suka",3,positive
568,Futsia,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",cocok untuk anak. anak suka rasanya. recommended. thanks. pengiriman juga aman,"cocok,anak,anak,suka,recommended,thanks,kirim,aman",4,positive
569,E***y,,"Produk diterima dalam keadaan baik  packingnya aman dan ramah lingkungan. Rasanya enak  tidak terlalu """"jamu"""" dan tidak pedas jadi anak2 bisa minum ini tanpa drama...","produk,terima,packingnya,aman,ramah,lingkung,enak,jamu,pedas,anak-anak,minum,drama",3,positive
570,Vita,,Jahe nya berasa bgt,"jahe,asa,banget",1,positive
571,I***e,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",baru sekali minum sdh kerasa mensnya lgsg banyak tx ya.  cuma klo yg punya lambung kyknya harus makan dulu biar ga perih ke perut..,"minum,sudah,mens,langsung,tak,kalo,lambung,kayaknya,makan,biar,enggak,perih,perut",0,neutral
572,Muhammad,"Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat""",pembelian kedua.. semoga hasilnya baik terlihat...,"beli,moga,hasil,lihat",0,neutral
573,R***i,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Enak banget rasa asli seperti di mbok jamu,"enak,asli,mbok,jamu",1,positive
574,Ridwan,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",kunyitnya enak  pedes jahenya dapet  seger dan menyehatkan trims.,"kunyit,enak,pedas,jahe,dapat,segar,sehat,terima,kasih",3,positive
575,R***a,"Mini Size Sapujagad Anak by Rahsa Nusantara""",Rasanya enak banget  tenggorokan lgs anget. Emaknya dulu tes  hari ini mau coba kasih ke anak  semoga suka dan cocok ðŸ™ðŸ»,"enak,tenggorok,langsung,anget,emaknya,tes,coba,kasih,anak,moga,suka,cocok",4,positive
576,Fitriana,"Mini Size Jagad Series by Rahsa Nusantara - Starter Pack""",Agak degÂ² ser nyobanya (wanginya itu loo  bawang banget meen)  tapi demi kesehatan akan kulawan rasa mblenek inih. Hiyaah  glek...glek...,"ser,nyobanya,wangi,lo,bawang,meen,sehat,lawan,mblenek,ini,hiyaah,glek,glek",1,positive
577,c***y,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",selalu bagus  Insyaa Allah bermanfaat.. sudah langganan,"bagus,insyaa,allah,manfaat,langgan",2,positive
578,fitri,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",Pengiriman cepat  produk aman,"kirim,cepat,produk,aman",2,positive
579,Hesti,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Rasa kunyit mantap,"kunyit,mantap",1,positive
580,Jessica,"PAKET HEALTHY KIDS 200K By Rahsa Nusantara""",Sudah langganan sejak dulu. Puas dengan produknya.,"langgan,puas,produk",2,positive
581,a***a,"[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara""",pengiriman cepat  packing aman. kualitas oke...trs selalu dapet bonus ya ampun baik bgt ga ngerti lagi dehhh...sukses terus Rahsaâ¤ï¸,"kirim,cepat,packing,aman,kualitas,terus,dapat,bonus,ampun,banget,enggak,mengerti,deh,sukses,rahsa",4,positive
582,K***K,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",anak2 cocok banget sama ini tuh. love banget pokoknya ðŸ¥°,"anak-anak,cocok,tuh,love,pokok",1,positive
583,"Lancar Haid""",Paket Healthy Women 200K By Rahsa Nusantara |Sehat Glowing,gracia kunyit asam-nya enak banget. laras jagad diminum tiap pagi bikin badan segar. dapet bonus jahe merah dan kunyit asam kecil2 lagi.. seneng bangeeett.. makasih jeng/mas â¤ï¸,"gracia,kunyit,asam,enak,laras,jagad,minum,pagi,bikin,badan,segar,dapat,bonus,jahe,merah,kunyit,asam,kecil2,neng,bangeeett,jeng",2,positive
584,gracia,"[PAKET HEMAT CERLANG] By Rahsa Nusantara | Kesehatan Mata Anak""",kesukaan anakku.. perlu banget ini buat anak2 jaman sekarang yang screen time sepanjang hari.,"suka,anak,anak-anak,jaman,screen,time",1,positive
585,Herna,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Order tiap bulan. Khasiat sgt ok. Shipping cepat. Seller responsive,"order,khasiat,sangat,ok,shipping,cepat,seller,responsive",3,positive
586,Dhita,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",pembelian yang kedua kali. sudah coba obat flu macem-macem tapi kambuh lagi  akhirnya coba ini dan berhasil sembuh.. kali ini beli untuk jaga2  jadi salah satu P3K di rum...,"beli,coba,obat,flu,macam,macam,kambuh,coba,hasil,sembuh,beli,jaga2,salah,p3k,rum",1,positive
587,Dhita,"Mini Size Sapujagad Anak by Rahsa Nusantara""",pembelian kedua kali. anak-anak suka dengan rasanya dan ampuh untuk mereka. terima kasih rahsa â¤ï¸,"beli,anak,anak,suka,ampuh,terima,kasih,rahsa",3,positive
588,Nur,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Sudah langganan. Alhamdulillah cocok buat anak saya. Dari bahan alami   jadi aman insyaAllah ðŸ˜Š,"langgan,cocok,anak,bahan,alami,aman",3,positive
589,Sovan,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Rasanya enak  anak-anak suka dan berkhasiat,"enak,anak,anak,suka,khasiat",3,positive
590,Wintria,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Kesayangan dari tahun 2019â¤ï¸,sayang,1,positive
591,Wintria,"Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat""",Kesayangan dari tahun 2019â¤ï¸,sayang,1,positive
592,Riki,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",manteb,mantap,1,positive
593,Ashley,"Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat""",ternyata rasanya enak kaya ubi gitu ga langu wortel. anakku suka thanks,"nyata,enak,kayak,ubi,enggak,langu,wortel,anak,suka,thanks",3,positive
594,D***k,"[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek""",Mantap sudah sampai,mantap,1,positive
595,S***o,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",terimakasih..barang sudah sampai sesuai harapan..semoga cocok untuk anak dan lekas sembuh serta sehat... Aamiin..terimakasih untuk fast respon nya Ka' Seller ðŸ™,"terimakaksih,barang,sesuai,harap,moga,cocok,anak,lekaks,sembuh,sehat,amin,terimakaksih,fast,respon,kak,seller",5,positive
596,s***n,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",sdh 2x beli produk ini krn cocok  anak sy usia 3 thn saat flu minum ini 2-3x sembuh gk tambah obat2. Memang expired date nya gk bisa lama jg  krn herbal. Beli di official...,"sdhx,beli,produk,karena,cocok,anak,saya,usia,tahun,flu,minum,inix,sembuh,enggak,obat2,expired,date,enggak,juga,karena,herbal,beli,official",2,positive
597,Inge,"Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule""",terimakasih! selaku cocok dengan Sukhaloka. kali ini dapat gift Sapu Jagat pula. thanks banget.,"terimakasih,cocok,sukhaloka,gift,sapu,jagat,thanks",2,positive
598,Fransisca,"Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule""",bagus pengiriman cepat,"bagus,kirim,cepat",1,positive
599,Febri,,pembelian kedua   packaging super rapih,"beli,packaging,super,rapi",1,positive
600,a***a,"[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara""",packing aman  kualitas selalu oke gausah diragukan lagi. dikasih bonus. Ya Ampun ...makasih ya Rahsa...selalu loovee...,"packing,aman,kualitas,enggak,usah,ragu,kasih,bonus,ampun,rahsa,loovee",3,positive
601,a***a,"[Bebas Pilih Bundling] Sekarjagad by Rahsa Nusantara - Healthy Glow""",packing aman  kualitas selalu oke gausah diragukan lagi. dikasih bonus. Ya Ampun ...makasih ya Rahsa...selalu loovee...,"packing,aman,kualitas,enggak,usah,ragu,kasih,bonus,ampun,rahsa,loovee",3,positive
602,Tika,,cocok botol kesekian..,"cocok,botol",1,positive
603,Muhammad,"Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat""",alhamdulillah anak saya suka  semoga cocok bisa mengurangi mata minusnya.. barang cepat sampai  packing rapih.. Terima kasih,"anak,suka,moga,cocok,mata,minus,barang,cepat,packing,rapi,terima,kasih",6,positive
604,Fikana,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Anak anak suka dan cocok ini botol yg ke dua ðŸ«°ðŸ»,"anak,anak,suka,cocok,botol",2,positive
605,Rahmawati,,Aromanya enak bgtt  bikin wangi kalau masak.,"aroma,enak,banget,bikin,wangi,masak",2,positive
606,Tika,"[Bebas Pilih Bundling] Sapujagad Dewasa by Rahsa Nusantara - Herbal""",bundling sapujagad dan sari lemon. duo must have items..,"bundling,sapujagad,sari,lemon,duo,must,have,items",0,neutral
607,D***s,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",ok selalu konsisten,"ok,konsisten",1,positive
608,BunNana,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",batuk alergi anakÂ² saya cocok dgn ini. Biidznillah.. ini pembelian kedua.,"batuk,alergi,anak,cocok,dengan,biidznillah,beli",1,positive
609,N***a,"Sapujagad Anak Cerlang by Rahsa Nusantara| Vitamin Herbal Mata Sehat""",alhamdulillah nyampe langsung coba dan anaku bilang dia suka.. seger katanya,"sampai,langsung,coba,ana,bilang,suka,segar",1,positive
610,R***a,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",ok.,ok,1,positive
611,Januar,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",blm dicoba  tp semoga bagus khasiatnya..,"belum,coba,tapi,moga,bagus,khasiat",0,neutral
612,Mona,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sdh konsumsi selama 6 hari berturut2  kok batpil si kecil blm ada progres jg ya,"sudah,konsumsi,berturut2,batpil,belum,progres,juga",-1,negative
613,N***i,"[Bebas Pilih Bundling] Sapujagad Dewasa by Rahsa Nusantara - Herbal""",Semoga cocok  direkomendasi teman untuk menjaga imun tubuh.. rasanya sesuai ingredients tertulis  masih bisa diterima untuk diminum :) diminum pagi2 best!,"moga,cocok,rekomendasi,teman,jaga,imun,tubuh,sesuai,ingredients,tulis,terima,minum,minum,pagi2,best",6,positive
614,Risa,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sehari sampai packing aman  sendoknya bagus tebel. semoga berkhasiat utk anak2 yg sedang batuk,"packing,aman,sendok,bagus,tebal,moga,khasiat,untuk,anak-anak,batuk",1,positive
615,Andra,,ternyata sy kepencet 2 paketðŸ˜… ya sdh gpp buat persediaan. cm expirednya cukup deket ya. gak bs lama disimpan. smg cocok,"nyata,saya,pencet,paket,sudah,engenggak,apa-apa,sedia,expirednya,dekat,enggak,bisa,simpan,semoga,cocok",0,neutral
616,Syarifa,,the best lah pokoknya. pernah coba merk lain. ga se fresh milik rahsa nusantara â¤,"the,best,pokok,coba,merk,enggak,fresh,milik,rahsa,nusantara",1,positive
617,Vita,,Alhamdulillah cocok utk saya dan ibu saya. Pembelian kedua sekaligus beli 2. Terimakasih dapat bonus.,"cocok,untuk,beli,beli,terimakasih,bonus",2,positive
618,Inndy,,semoga 3 bumbu ini bakalan ada terus sungguh membantu perhelatan di dapur jd sat set dan dijamin rasanya enak  light  rasanya seneng krna tau komposisinya yg sehat tidak...,"moga,bumbu,bantu,helat,dapur,jadi,sat,set,jamin,enak,light,neng,karena,tau,komposisi,sehat",2,positive
619,h***s,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",cocok bgt d anakanakku  2x minum batuknya reup mashaAllah. jazakallah ya,"cocok,banget,di,anakanakku,kali,minum,batuk,reup,mashaallah,jazakallah",1,positive
620,Jessica,,TOP seller. de best,"top,seller,deh,best",1,positive
621,Natalia,,sudah 6x beli ini sesuai anjuran Ibu Debby Jean Marie  hasilnya ga langsung tp perlahan membaik buat perkembangan otak anak2 dibarengi dgn konsumsi minyak ikan. terimakas...,"sudahx,beli,sesuai,anjur,debby,jean,marie,hasil,enggak,langsung,tapi,perlahan,kembang,otak,anak-anak,bareng,dengan,konsumsi,minyak,ikan,terimakas",1,positive
622,Pras,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",enak  tidak terlalu Manis.. kalau kurang Manis tinggal ditambahkan gula  praktis juga kalau perlu obat anti infeksi dan inflamasi ringan bisa minum ini.. ðŸ˜ðŸ˜,"enak,manis,manis,tinggal,gula,praktis,obat,anti,infeksi,inflamasi,ringan,minum",4,positive
623,Kartika,,Rasanya enak walau tanpa dicampur air  untuk khasiat baru pertama coba,"enak,campur,air,khasiat,coba",2,positive
624,Yanti,,segarrr saya campur dengan madu + air dingin....maknyosss,"segarrr,campur,madu,air,dingin,maknyosss",0,neutral
625,Hesti,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Selalu belanja di sini. Kualitas sari kunyit paling ok.,"belanja,kualitas,sari,kunyit,ok",1,positive
626,yenni,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",sangat ampuh mantap,"ampuh,mantap",1,positive
627,Masteria,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",udah pembelian ke2 nih seampuh itu buat anak dan kadang jg maminya yg minum kalo udah mau flu.. thank you seller,"beli,ke2,nih,ampuh,anak,juga,mami,minum,kalo,flu,thank,you,seller",0,neutral
628,Pauline,,enak rasanya.. semoga ngefek abis mkn ni hormon lbh stabil,"enak,moga,ngefek,habis,makin,nih,hormon,lebih,stabil",1,positive
629,N***l,"[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek""",ngefek. sembuhnya semingguan lebih sih tp minumnya jg ga sebanyak yg dianjurkan karna anak ga kuat pahit. tp alhamdulillah mencegah ke dokter dan konsumsi antibiotik. den...,"ngefek,sembuh,tapi,minum,juengenggakk,engenggakk,anjur,karena,anak,engenggakk,kuat,pahit,tapi,ceengenggakkh,dokter,konsumsi,antibiotik,den",1,positive
630,Meifta,,Selalu jadi andalan buat anakku,"andal,anak",0,neutral
631,B***g,,bagus  pengiriman cepat,"bagus,kirim,cepat",1,positive
632,Vina,,Dapet bonus meskipun gak bisa dikonsumsi krna lagi hamil. Makasih!!,"dapat,bonus,enggak,konsumsi,karena,hamil",1,positive
633,Arip,,ok,ok,1,positive
634,Arip,"Mini Size Sapujagad Anak by Rahsa Nusantara""",oke cocok,cocok,1,positive
635,Arip,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",mantaaap,mantap,1,positive
636,Gabriel,,Lgi coba   lmyn sih,"lagi,coba,lmyn",0,neutral
637,Nina,,alhamdulillah packingan luar biasa aman  botol aman gak ada pecah or rembes sedikitpun,"packingan,aman,botol,aman,enggak,pecah,orang,rembes",0,neutral
638,A***a,,bismillah rambut sehat,"bismillah,rambut,sehat",2,positive
639,J***t,"Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule""",Sudah diterima   packing nya rapi sekali bagus. Sama dapat bonus madu  Terimakasih . Semoga suplemen ini cocok buat saya .,"terima,packing,rapi,bagus,bonus,madu,terimakasih,moga,suplemen,cocok",4,positive
640,Achmad,"[Bebas Pilih Bundling] Sapujagad Dewasa by Rahsa Nusantara - Herbal""",good product..,"good,product",1,positive
641,yossy,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Beli keberapa kalinya karena anak2 cocok banget â€¦ rutin minum cepet reda sakitnya,"beli,anak-anak,cocok,rutin,minum,cepat,reda,sakit",2,positive
642,R***i,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",masyaAllah terbaik...,masyaallah,0,neutral
643,H***s,,mantep,mantap,1,positive
644,F***a,,beneran manjur  kuku rasanya lbh cpt numbuh dan muka jd lbh plump. tentunya harus diikuti dgn makan makanan bergizi yaaaaa.,"benaran,manjur,kuku,lebih,cepat,numbuh,muka,jadi,lebih,plump,dengan,makan,makan,gizi,yaaaaa",2,positive
645,Syafira,,belum dicoba untuk masak tp pengiriman aman sekali  ga pake bubble wrap yg plastik tapi pake yg bahannya kardus jadi amaan,"coba,masak,tapi,kirim,saman,enggak,pakai,bubble,wrap,plastik,pakai,bahan,kardus,sama",1,positive
646,t***a,,top markotop,"top,markotop",0,neutral
647,untung,,Cocok aja sih,cocok,1,positive
648,untung,,Puas ....,puas,1,positive
649,Muhamad,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",selalu repeat order disini..kualitas dan pelayanan mantul ðŸ‘,"repeat,order,kualitas,layan,mantul",0,neutral
650,Muhamad,,selalu repeat order disini..kualitas dan pelayanan mantul ðŸ‘,"repeat,order,kualitas,layan,mantul",0,neutral
651,Elisabeth,,rasanya seperti wedang uwuh,"wedang,uwuh",0,neutral
652,Elisabeth,,enak  bikin badan hangat. tp kl seduh lebih baik pakai tea bag supaya ampasnya enggak berantakan dan minumnya lebih mudah,"enak,bikin,badan,hangat,tapi,kalo,seduh,pakai,tea,bag,ampas,enggak,beranta,minum,mudah",2,positive
653,U***a,,Masih dicoba  rekomendasi temen2 katanya bagus buat menambah nafsu makan dan daya tahan tubuh,"coba,rekomendasi,teman-teman,bagus,nafsu,makan,daya,tahan,tubuh",1,positive
654,D***a,,Akhirnya sampai juga.. berkali-kali beli buat diri sendiri &amp,"beli,amp",0,neutral
655,K***s,"Sukhaloka by Rahsa Nusantara | Plant-Based Collagen Booster 60-Capsule""",Beli berulang dan khasiat bagus,"beli,ulang,khasiat,bagus",1,positive
656,K***s,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Beli berulang dan khasiat bagus,"beli,ulang,khasiat,bagus",1,positive
657,H***i,"Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional""",Pesan yg ke sekian kali. Kualitas tetap Ok,"pesan,kualitas,ok",1,positive
658,Sony,,packingnya aman dan cepat...rasanya terasa herbal banget...pertahani formulanya.,"packingnya,aman,cepat,asa,herbal,tahan,formula",4,positive
659,I***a,,Selalu terharu klo order di Rahsa  ada aja kejutan manisnya ðŸ¤— makasih tim Rahsa  sehat sehat semuanya ya,"harus,kalo,order,rahsa,kejut,manis,tim,rahsa,sehat,sehat",3,positive
660,I***a,,Selalu terharu klo order di Rahsa  ada aja kejutan manisnya ðŸ¤— makasih tim Rahsa  sehat sehat semuanya ya ðŸ«¶ðŸ¼,"harus,kalo,order,rahsa,kejut,manis,tim,rahsa,sehat,sehat",3,positive
661,I***a,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Selalu terharu klo order di Rahsa  ada aja kejutan manisnya ðŸ¤— makasih tim Rahsa  sehat sehat semuanya ya ðŸ«¶ðŸ¼,"harus,kalo,order,rahsa,kejut,manis,tim,rahsa,sehat,sehat",3,positive
662,Yoanita,,langganan ini mulai selama pandemi untuk bantu jaga daya tahan Alhamdulillah cocok bahkan ngefek juga ke BAB lancar  kali ini dikasih gratis Kunyit asem &amp,"langgan,pandemi,bantu,jaga,daya,tahan,cocok,ngefek,bab,lancar,kasih,gratis,kunyit,asem,amp",6,positive
663,Yoanita,,udah langganan konsumsi ini untuk anak anak   cukup 1x sehari udah terbukti mmbuat daya tahan anak meningkat.. terimakasihEahsa nusantara untuk hadiah nya Semoga langgeng...,"langgan,konsumsi,anak,anak,cukupx,bukti,mmbuat,daya,tahan,anak,tingkat,terimakasiheahsa,nusantara,hadiah,moga,langgeng",2,positive
664,Supriyatno,,pembelian ke-n untuk produk ini  wajib tersedia di rumah,"beli,n,produk,wajib,sedia,rumah",0,neutral
665,Supriyatno,,always top markotop,"always,top,markotop",1,positive
666,Supriyatno,,Agak ketagihan sih minum ini  rasanya seger,"tagih,minum,segar",0,neutral
667,Yunia,"Mini Size Sapujagad Anak by Rahsa Nusantara""",baru pertama coba  semoga cocok .,"coba,moga,cocok",1,positive
668,Carolyn,,good product that gives fast relief of acid reflux  eco-friendly packaging  fast delivery with sample products. the best recipe for customer loyalty. keep up the good wor...,"good,product,that,gives,fast,relief,of,acid,reflux,eco,friendly,packaging,fast,delivery,with,sample,products,the,best,recipe,for,customer,loyalty,keep,up,the,good,wor",5,positive
669,Carolyn,,good product  eco-friendly packaging  fast delivery  and gift of sample products,"good,product,eco,friendly,packaging,fast,delivery,and,gift,of,sample,products",2,positive
670,C***n,,ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘mantap pisan,"mantap,pis",1,positive
671,M***f,"[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara""",ku pikir akan susah kasih ke anak2.. tp ternyata mereka suka. Semoga batuk alerginya reda krn imunnya membaik,"ku,pikir,susah,kasih,anak-anak,tapi,nyata,suka,moga,batuk,alergi,reda,karena,imun",1,positive
672,M***d,,KHASIAT PRODUK SANGAT BAIK  TAPI PENGIRIMAN MENGGUNAKAN JNE SANGAT BURUK.,"khasiat,produk,kirim,jne,buruk",1,positive
673,Anggun,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Regas nya enak  sari lemon nya juga fresh gak pahit,"regas,enak,sari,lemon,fresh,enggak,pahit",0,neutral
674,A***n,,Regas rasa nya nyaman di lidah anak2 &amp,"regas,nyaman,lidah,anak-anak,amp",0,neutral
675,K***l,"Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek""",beli lagi masi ada anak batuk mau tidur dan pagi..,"beli,anak,batuk,tidur,pagi",0,neutral
676,Anggie,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",Selalu jadi obat pertama kalau anak batuk/pilek,"obat,anak,batuk,pilek",0,neutral
677,Mega,"Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba""",sendok takarnya lucu  pengemasannya amaaaan bgttt. rasanya kupikir jamu ternyata enaak  maniis  Alhamdulillah anak2 sukaa ðŸ’“,"sendok,takar,lucu,emas,amaaaan,banget,pikir,jamu,nyata,enaak,mani,anak-anak,suka",1,positive
